Train Set,Train R,Train NR,Test Set,Test R,Test NR,Meth. & Params,Features,TP,FP,TN,FN,Acc.,Prec.,Rec.,F1
12992,51,12941,47358,99,47259,"DT, s=3","a, n, sinI",93,7,47252,6,1.0,0.93,0.939,0.935
12992,51,12941,47358,99,47259,"DT, s=10","a, n, sinI",97,25,47234,2,0.999,0.795,0.98,0.878
13510,52,13458,47358,99,47259,"DT, s=3","a, n, sinI",93,7,47252,6,1.0,0.93,0.939,0.935
13510,52,13458,47358,99,47259,"DT, s=10","a, n, sinI",97,22,47237,2,0.999,0.815,0.98,0.89
14064,53,14011,47358,99,47259,"DT, s=3","a, n, sinI",93,7,47252,6,1.0,0.93,0.939,0.935
14064,53,14011,47358,99,47259,"DT, s=10","a, n, sinI",97,22,47237,2,0.999,0.815,0.98,0.89
14959,54,14905,47358,99,47259,"DT, s=3","a, n, sinI",93,5,47254,6,1.0,0.949,0.939,0.944
14959,54,14905,47358,99,47259,"DT, s=10","a, n, sinI",97,18,47241,2,1.0,0.843,0.98,0.907
15336,55,15281,47358,99,47259,"DT, s=3","a, n, sinI",93,5,47254,6,1.0,0.949,0.939,0.944
15336,55,15281,47358,99,47259,"DT, s=10","a, n, sinI",97,18,47241,2,1.0,0.843,0.98,0.907
15617,56,15561,47358,99,47259,"DT, s=3","a, n, sinI",93,5,47254,6,1.0,0.949,0.939,0.944
15617,56,15561,47358,99,47259,"DT, s=10","a, n, sinI",97,18,47241,2,1.0,0.843,0.98,0.907
15688,57,15631,47358,99,47259,"DT, s=3","a, n, sinI",93,5,47254,6,1.0,0.949,0.939,0.944
15688,57,15631,47358,99,47259,"DT, s=10","a, n, sinI",97,18,47241,2,1.0,0.843,0.98,0.907
15985,58,15927,47358,99,47259,"DT, s=3","a, n, sinI",93,5,47254,6,1.0,0.949,0.939,0.944
15985,58,15927,47358,99,47259,"DT, s=10","a, n, sinI",97,18,47241,2,1.0,0.843,0.98,0.907
16012,59,15953,47358,99,47259,"DT, s=3","a, n, sinI",93,5,47254,6,1.0,0.949,0.939,0.944
16012,59,15953,47358,99,47259,"DT, s=10","a, n, sinI",97,18,47241,2,1.0,0.843,0.98,0.907
16330,60,16270,47358,99,47259,"DT, s=3","a, n, sinI",93,5,47254,6,1.0,0.949,0.939,0.944
16330,60,16270,47358,99,47259,"DT, s=10","a, n, sinI",97,18,47241,2,1.0,0.843,0.98,0.907
16489,61,16428,47358,99,47259,"DT, s=3","a, n, sinI",93,5,47254,6,1.0,0.949,0.939,0.944
16489,61,16428,47358,99,47259,"DT, s=10","a, n, sinI",97,18,47241,2,1.0,0.843,0.98,0.907
16832,62,16770,47358,99,47259,"DT, s=3","a, n, sinI",93,5,47254,6,1.0,0.949,0.939,0.944
16832,62,16770,47358,99,47259,"DT, s=10","a, n, sinI",97,18,47241,2,1.0,0.843,0.98,0.907
16968,63,16905,47358,99,47259,"DT, s=3","a, n, sinI",93,5,47254,6,1.0,0.949,0.939,0.944
16968,63,16905,47358,99,47259,"DT, s=10","a, n, sinI",97,18,47241,2,1.0,0.843,0.98,0.907
17217,64,17153,47358,99,47259,"DT, s=3","a, n, sinI",97,18,47241,2,1.0,0.843,0.98,0.907
17217,64,17153,47358,99,47259,"DT, s=10","a, n, sinI",97,18,47241,2,1.0,0.843,0.98,0.907
17396,65,17331,47358,99,47259,"DT, s=3","a, n, sinI",97,18,47241,2,1.0,0.843,0.98,0.907
17396,65,17331,47358,99,47259,"DT, s=10","a, n, sinI",97,18,47241,2,1.0,0.843,0.98,0.907
17467,66,17401,47358,99,47259,"DT, s=3","a, n, sinI",97,18,47241,2,1.0,0.843,0.98,0.907
17467,66,17401,47358,99,47259,"DT, s=10","a, n, sinI",97,18,47241,2,1.0,0.843,0.98,0.907
18080,68,18012,47358,99,47259,"DT, s=3","a, n, sinI",97,21,47238,2,1.0,0.822,0.98,0.894
18080,68,18012,47358,99,47259,"DT, s=10","a, n, sinI",97,14,47245,2,1.0,0.874,0.98,0.924
18193,69,18124,47358,99,47259,"DT, s=3","a, n, sinI",97,21,47238,2,1.0,0.822,0.98,0.894
18193,69,18124,47358,99,47259,"DT, s=10","a, n, sinI",97,14,47245,2,1.0,0.874,0.98,0.924
18653,70,18583,47358,99,47259,"DT, s=3","a, n, sinI",97,21,47238,2,1.0,0.822,0.98,0.894
18653,70,18583,47358,99,47259,"DT, s=10","a, n, sinI",97,14,47245,2,1.0,0.874,0.98,0.924
19425,71,19354,47358,99,47259,"DT, s=3","a, n, sinI",97,21,47238,2,1.0,0.822,0.98,0.894
19425,71,19354,47358,99,47259,"DT, s=10","a, n, sinI",97,14,47245,2,1.0,0.874,0.98,0.924
19653,73,19580,47358,99,47259,"DT, s=3","a, n, sinI",97,21,47238,2,1.0,0.822,0.98,0.894
19653,73,19580,47358,99,47259,"DT, s=10","a, n, sinI",97,14,47245,2,1.0,0.874,0.98,0.924
19758,74,19684,47358,99,47259,"DT, s=3","a, n, sinI",97,21,47238,2,1.0,0.822,0.98,0.894
19758,74,19684,47358,99,47259,"DT, s=10","a, n, sinI",97,14,47245,2,1.0,0.874,0.98,0.924
19765,75,19690,47358,99,47259,"DT, s=3","a, n, sinI",97,21,47238,2,1.0,0.822,0.98,0.894
19765,75,19690,47358,99,47259,"DT, s=10","a, n, sinI",97,14,47245,2,1.0,0.874,0.98,0.924
19833,77,19756,47358,99,47259,"DT, s=3","a, n, sinI",97,21,47238,2,1.0,0.822,0.98,0.894
19833,77,19756,47358,99,47259,"DT, s=10","a, n, sinI",97,14,47245,2,1.0,0.874,0.98,0.924
20476,79,20397,47358,99,47259,"DT, s=3","a, n, sinI",97,18,47241,2,1.0,0.843,0.98,0.907
20476,79,20397,47358,99,47259,"DT, s=10","a, n, sinI",97,14,47245,2,1.0,0.874,0.98,0.924
20512,81,20431,47358,99,47259,"DT, s=3","a, n, sinI",97,18,47241,2,1.0,0.843,0.98,0.907
20512,81,20431,47358,99,47259,"DT, s=10","a, n, sinI",97,14,47245,2,1.0,0.874,0.98,0.924
21054,83,20971,47358,99,47259,"DT, s=3","a, n, sinI",97,18,47241,2,1.0,0.843,0.98,0.907
21054,83,20971,47358,99,47259,"DT, s=10","a, n, sinI",97,14,47245,2,1.0,0.874,0.98,0.924
21074,84,20990,47358,99,47259,"DT, s=3","a, n, sinI",97,18,47241,2,1.0,0.843,0.98,0.907
21074,84,20990,47358,99,47259,"DT, s=10","a, n, sinI",97,14,47245,2,1.0,0.874,0.98,0.924
21235,85,21150,47358,99,47259,"DT, s=3","a, n, sinI",97,18,47241,2,1.0,0.843,0.98,0.907
21235,85,21150,47358,99,47259,"DT, s=10","a, n, sinI",97,14,47245,2,1.0,0.874,0.98,0.924
21236,86,21150,47358,99,47259,"DT, s=3","a, n, sinI",97,18,47241,2,1.0,0.843,0.98,0.907
21236,86,21150,47358,99,47259,"DT, s=10","a, n, sinI",97,14,47245,2,1.0,0.874,0.98,0.924
21696,87,21609,47358,99,47259,"DT, s=3","a, n, sinI",97,18,47241,2,1.0,0.843,0.98,0.907
21696,87,21609,47358,99,47259,"DT, s=10","a, n, sinI",97,14,47245,2,1.0,0.874,0.98,0.924
21724,88,21636,47358,99,47259,"DT, s=3","a, n, sinI",97,18,47241,2,1.0,0.843,0.98,0.907
21724,88,21636,47358,99,47259,"DT, s=10","a, n, sinI",97,14,47245,2,1.0,0.874,0.98,0.924
21837,89,21748,47358,99,47259,"DT, s=3","a, n, sinI",97,18,47241,2,1.0,0.843,0.98,0.907
21837,89,21748,47358,99,47259,"DT, s=10","a, n, sinI",97,14,47245,2,1.0,0.874,0.98,0.924
22747,91,22656,47358,99,47259,"DT, s=3","a, n, sinI",97,18,47241,2,1.0,0.843,0.98,0.907
22747,91,22656,47358,99,47259,"DT, s=10","a, n, sinI",97,14,47245,2,1.0,0.874,0.98,0.924
23010,92,22918,47358,99,47259,"DT, s=3","a, n, sinI",94,19,47240,5,0.999,0.832,0.949,0.887
23010,92,22918,47358,99,47259,"DT, s=10","a, n, sinI",94,19,47240,5,0.999,0.832,0.949,0.887
23086,93,22993,47358,99,47259,"DT, s=3","a, n, sinI",94,19,47240,5,0.999,0.832,0.949,0.887
23086,93,22993,47358,99,47259,"DT, s=10","a, n, sinI",94,19,47240,5,0.999,0.832,0.949,0.887
23558,94,23464,47358,99,47259,"DT, s=3","a, n, sinI",94,19,47240,5,0.999,0.832,0.949,0.887
23558,94,23464,47358,99,47259,"DT, s=10","a, n, sinI",94,19,47240,5,0.999,0.832,0.949,0.887
23601,95,23506,47358,99,47259,"DT, s=3","a, n, sinI",96,19,47240,3,1.0,0.835,0.97,0.897
23601,95,23506,47358,99,47259,"DT, s=10","a, n, sinI",96,19,47240,3,1.0,0.835,0.97,0.897
24003,96,23907,47358,99,47259,"DT, s=3","a, n, sinI",96,19,47240,3,1.0,0.835,0.97,0.897
24003,96,23907,47358,99,47259,"DT, s=10","a, n, sinI",96,19,47240,3,1.0,0.835,0.97,0.897
24435,97,24338,47358,99,47259,"DT, s=3","a, n, sinI",96,19,47240,3,1.0,0.835,0.97,0.897
24435,97,24338,47358,99,47259,"DT, s=10","a, n, sinI",96,19,47240,3,1.0,0.835,0.97,0.897
24839,98,24741,47358,99,47259,"DT, s=3","a, n, sinI",96,19,47240,3,1.0,0.835,0.97,0.897
24839,98,24741,47358,99,47259,"DT, s=10","a, n, sinI",96,19,47240,3,1.0,0.835,0.97,0.897
24852,99,24753,47358,99,47259,"DT, s=3","a, n, sinI",96,19,47240,3,1.0,0.835,0.97,0.897
24852,99,24753,47358,99,47259,"DT, s=10","a, n, sinI",96,19,47240,3,1.0,0.835,0.97,0.897
24990,100,24890,47358,99,47259,"DT, s=3","a, n, sinI",96,19,47240,3,1.0,0.835,0.97,0.897
24990,100,24890,47358,99,47259,"DT, s=10","a, n, sinI",96,19,47240,3,1.0,0.835,0.97,0.897
25347,101,25246,47358,99,47259,"DT, s=3","a, n, sinI",96,19,47240,3,1.0,0.835,0.97,0.897
25347,101,25246,47358,99,47259,"DT, s=10","a, n, sinI",96,19,47240,3,1.0,0.835,0.97,0.897
25628,102,25526,47358,99,47259,"DT, s=3","a, n, sinI",96,19,47240,3,1.0,0.835,0.97,0.897
25628,102,25526,47358,99,47259,"DT, s=10","a, n, sinI",96,19,47240,3,1.0,0.835,0.97,0.897
