Train Set,Train R,Train NR,Test Set,Test R,Test NR,Meth. & Params,Features,TP,FP,TN,FN,Acc.,Prec.,Rec.,F1
9800,26,9774,47358,91,47267,"kNN, k=3, p=1","a, n",87,16,47251,4,1.0,0.845,0.956,0.897
9800,26,9774,47358,91,47267,"kNN, k=3, p=2",n,85,15,47252,6,1.0,0.85,0.934,0.89
9800,26,9774,47358,91,47267,"kNN, k=3, p=2","a, n",86,14,47253,5,1.0,0.86,0.945,0.901
9800,26,9774,47358,91,47267,"kNN, k=16, p=1",n,87,34,47233,4,0.999,0.719,0.956,0.821
9800,26,9774,47358,91,47267,"kNN, k=16, p=1","a, n",89,38,47229,2,0.999,0.701,0.978,0.817
9800,26,9774,47358,91,47267,"kNN, k=16, p=2",n,87,34,47233,4,0.999,0.719,0.956,0.821
9800,26,9774,47358,91,47267,"kNN, k=16, p=2","a, n",89,37,47230,2,0.999,0.706,0.978,0.82
10119,27,10092,47358,91,47267,"kNN, k=3, p=1",n,85,15,47252,6,1.0,0.85,0.934,0.89
10119,27,10092,47358,91,47267,"kNN, k=3, p=1","a, n",87,16,47251,4,1.0,0.845,0.956,0.897
10119,27,10092,47358,91,47267,"kNN, k=3, p=2",n,85,15,47252,6,1.0,0.85,0.934,0.89
10119,27,10092,47358,91,47267,"kNN, k=3, p=2","a, n",86,14,47253,5,1.0,0.86,0.945,0.901
10119,27,10092,47358,91,47267,"kNN, k=16, p=1",n,87,34,47233,4,0.999,0.719,0.956,0.821
10119,27,10092,47358,91,47267,"kNN, k=16, p=1","a, n",89,38,47229,2,0.999,0.701,0.978,0.817
10119,27,10092,47358,91,47267,"kNN, k=16, p=2",n,87,34,47233,4,0.999,0.719,0.956,0.821
10119,27,10092,47358,91,47267,"kNN, k=16, p=2","a, n",89,37,47230,2,0.999,0.706,0.978,0.82
10421,28,10393,47358,91,47267,"kNN, k=3, p=1",n,85,22,47245,6,0.999,0.794,0.934,0.859
10421,28,10393,47358,91,47267,"kNN, k=3, p=1","a, n",87,19,47248,4,1.0,0.821,0.956,0.883
10421,28,10393,47358,91,47267,"kNN, k=3, p=2",n,85,22,47245,6,0.999,0.794,0.934,0.859
10421,28,10393,47358,91,47267,"kNN, k=3, p=2","a, n",86,20,47247,5,0.999,0.811,0.945,0.873
10421,28,10393,47358,91,47267,"kNN, k=16, p=1",n,87,34,47233,4,0.999,0.719,0.956,0.821
10421,28,10393,47358,91,47267,"kNN, k=16, p=1","a, n",89,38,47229,2,0.999,0.701,0.978,0.817
10421,28,10393,47358,91,47267,"kNN, k=16, p=2",n,87,34,47233,4,0.999,0.719,0.956,0.821
10421,28,10393,47358,91,47267,"kNN, k=16, p=2","a, n",89,38,47229,2,0.999,0.701,0.978,0.817
10658,29,10629,47358,91,47267,"kNN, k=3, p=1",n,85,22,47245,6,0.999,0.794,0.934,0.859
10658,29,10629,47358,91,47267,"kNN, k=3, p=1","a, n",87,19,47248,4,1.0,0.821,0.956,0.883
10658,29,10629,47358,91,47267,"kNN, k=3, p=2",n,85,22,47245,6,0.999,0.794,0.934,0.859
10658,29,10629,47358,91,47267,"kNN, k=3, p=2","a, n",86,20,47247,5,0.999,0.811,0.945,0.873
10658,29,10629,47358,91,47267,"kNN, k=16, p=1",n,87,34,47233,4,0.999,0.719,0.956,0.821
10658,29,10629,47358,91,47267,"kNN, k=16, p=1","a, n",89,38,47229,2,0.999,0.701,0.978,0.817
10658,29,10629,47358,91,47267,"kNN, k=16, p=2",n,87,34,47233,4,0.999,0.719,0.956,0.821
10658,29,10629,47358,91,47267,"kNN, k=16, p=2","a, n",89,38,47229,2,0.999,0.701,0.978,0.817
11461,30,11431,47358,91,47267,"kNN, k=3, p=1",n,82,18,47249,9,0.999,0.82,0.901,0.859
11461,30,11431,47358,91,47267,"kNN, k=3, p=1","a, n",87,19,47248,4,1.0,0.821,0.956,0.883
11461,30,11431,47358,91,47267,"kNN, k=3, p=2",n,82,18,47249,9,0.999,0.82,0.901,0.859
11461,30,11431,47358,91,47267,"kNN, k=3, p=2","a, n",86,20,47247,5,0.999,0.811,0.945,0.873
11461,30,11431,47358,91,47267,"kNN, k=16, p=1",n,86,34,47233,5,0.999,0.717,0.945,0.815
11461,30,11431,47358,91,47267,"kNN, k=16, p=1","a, n",89,36,47231,2,0.999,0.712,0.978,0.824
11461,30,11431,47358,91,47267,"kNN, k=16, p=2",n,86,34,47233,5,0.999,0.717,0.945,0.815
