Train Set,Train R,Train NR,Test Set,Test R,Test NR,Meth. & Params,Features,TP,FP,TN,FN,Acc.,Prec.,Rec.,F1
16832,52,16780,47358,91,47267,GB1,"a, sinI",83,9,47258,8,1.0,0.902,0.912,0.907
16832,52,16780,47358,91,47267,GB2,"a, e",78,10,47257,13,1.0,0.886,0.857,0.872
16832,52,16780,47358,91,47267,GB2,"a, sinI",84,10,47257,7,1.0,0.894,0.923,0.908
16968,53,16915,47358,91,47267,GB1,"a, e",80,10,47257,11,1.0,0.889,0.879,0.884
16968,53,16915,47358,91,47267,GB1,"a, sinI",86,11,47256,5,1.0,0.887,0.945,0.915
16968,53,16915,47358,91,47267,GB2,"a, e",79,11,47256,12,1.0,0.878,0.868,0.873
16968,53,16915,47358,91,47267,GB2,"a, sinI",82,14,47253,9,1.0,0.854,0.901,0.877
17217,54,17163,47358,91,47267,GB1,"a, e",79,17,47250,12,0.999,0.823,0.868,0.845
17217,54,17163,47358,91,47267,GB1,"a, sinI",85,14,47253,6,1.0,0.859,0.934,0.895
17217,54,17163,47358,91,47267,GB2,"a, e",80,16,47251,11,0.999,0.833,0.879,0.856
17217,54,17163,47358,91,47267,GB2,"a, sinI",81,11,47256,10,1.0,0.88,0.89,0.885
17396,55,17341,47358,91,47267,GB1,"a, e",78,14,47253,13,0.999,0.848,0.857,0.852
17396,55,17341,47358,91,47267,GB1,"a, sinI",85,12,47255,6,1.0,0.876,0.934,0.904
17396,55,17341,47358,91,47267,GB2,"a, e",78,15,47252,13,0.999,0.839,0.857,0.848
17396,55,17341,47358,91,47267,GB2,"a, sinI",81,11,47256,10,1.0,0.88,0.89,0.885
18080,56,18024,47358,91,47267,GB1,"a, e",77,16,47251,14,0.999,0.828,0.846,0.837
18080,56,18024,47358,91,47267,GB1,"a, sinI",87,16,47251,4,1.0,0.845,0.956,0.897
18080,56,18024,47358,91,47267,GB2,"a, e",79,17,47250,12,0.999,0.823,0.868,0.845
18080,56,18024,47358,91,47267,GB2,"a, sinI",81,11,47256,10,1.0,0.88,0.89,0.885
18193,57,18136,47358,91,47267,GB1,"a, e",79,19,47248,12,0.999,0.806,0.868,0.836
18193,57,18136,47358,91,47267,GB1,"a, sinI",85,11,47256,6,1.0,0.885,0.934,0.909
18193,57,18136,47358,91,47267,GB2,"a, e",79,19,47248,12,0.999,0.806,0.868,0.836
18193,57,18136,47358,91,47267,GB2,"a, sinI",84,11,47256,7,1.0,0.884,0.923,0.903
18653,58,18595,47358,91,47267,GB1,"a, e",79,13,47254,12,0.999,0.859,0.868,0.863
18653,58,18595,47358,91,47267,GB1,"a, sinI",85,13,47254,6,1.0,0.867,0.934,0.899
18653,58,18595,47358,91,47267,GB2,"a, e",80,20,47247,11,0.999,0.8,0.879,0.838
18653,58,18595,47358,91,47267,GB2,"a, sinI",85,11,47256,6,1.0,0.885,0.934,0.909
19653,59,19594,47358,91,47267,GB1,"a, e",79,15,47252,12,0.999,0.84,0.868,0.854
19653,59,19594,47358,91,47267,GB1,"a, sinI",85,17,47250,6,1.0,0.833,0.934,0.881
19653,59,19594,47358,91,47267,GB2,"a, e",78,16,47251,13,0.999,0.83,0.857,0.843
19653,59,19594,47358,91,47267,GB2,"a, sinI",85,10,47257,6,1.0,0.895,0.934,0.914
19764,60,19704,47358,91,47267,GB1,"a, e",79,17,47250,12,0.999,0.823,0.868,0.845
19764,60,19704,47358,91,47267,GB1,"a, sinI",85,17,47250,6,1.0,0.833,0.934,0.881
19764,60,19704,47358,91,47267,GB2,"a, e",82,18,47249,9,0.999,0.82,0.901,0.859
19764,60,19704,47358,91,47267,GB2,"a, sinI",85,14,47253,6,1.0,0.859,0.934,0.895
21054,61,20993,47358,91,47267,GB1,"a, e",78,11,47256,13,0.999,0.876,0.857,0.867
21054,61,20993,47358,91,47267,GB1,"a, sinI",82,12,47255,9,1.0,0.872,0.901,0.886
21054,61,20993,47358,91,47267,GB2,"a, e",76,15,47252,15,0.999,0.835,0.835,0.835
21054,61,20993,47358,91,47267,GB2,"a, sinI",85,11,47256,6,1.0,0.885,0.934,0.909
21072,62,21010,47358,91,47267,GB1,"a, e",80,12,47255,11,1.0,0.87,0.879,0.874
21072,62,21010,47358,91,47267,GB1,"a, sinI",84,11,47256,7,1.0,0.884,0.923,0.903
21072,62,21010,47358,91,47267,GB2,"a, e",76,13,47254,15,0.999,0.854,0.835,0.844
21072,62,21010,47358,91,47267,GB2,"a, sinI",85,12,47255,6,1.0,0.876,0.934,0.904
21235,63,21172,47358,91,47267,GB1,"a, e",80,16,47251,11,0.999,0.833,0.879,0.856
21235,63,21172,47358,91,47267,GB1,"a, sinI",83,13,47254,8,1.0,0.865,0.912,0.888
21235,63,21172,47358,91,47267,GB2,"a, e",80,13,47254,11,0.999,0.86,0.879,0.87
21235,63,21172,47358,91,47267,GB2,"a, sinI",85,13,47254,6,1.0,0.867,0.934,0.899
21236,64,21172,47358,91,47267,GB1,"a, e",81,17,47250,10,0.999,0.827,0.89,0.857
21236,64,21172,47358,91,47267,GB1,"a, sinI",84,14,47253,7,1.0,0.857,0.923,0.889
21236,64,21172,47358,91,47267,GB2,"a, e",80,17,47250,11,0.999,0.825,0.879,0.851
21236,64,21172,47358,91,47267,GB2,"a, sinI",84,12,47255,7,1.0,0.875,0.923,0.898
21695,65,21630,47358,91,47267,GB1,"a, e",84,16,47251,7,1.0,0.84,0.923,0.88
